comparison,FEATURE_ID,c1_num_reps,c2_num_reps,counts_c1_g1,counts_c1_g2,counts_c1_both,counts_c2_g1,counts_c2_g2,counts_c2_both,prior_c1_g1,prior_c1_g2,prior_c2_g1,prior_c2_g2,H3_independence_Bayes_evidence,g1_c1_sampleprop,g1_c1_theta,g1_c1_q025,g1_c1_q975,g1_c1_Bayes_evidence,g1_c1_AI_decision,g1_c2_sampleprop,g1_c2_theta,g1_c2_q025,g1_c2_q975,g1_c2_Bayes_evidence,g1_c2_AI_decision,alpha1_postmean,alpha2_postmean,c1_flag_analyze,c2_flag_analyze
line,fusion_id,3,3,261,270,125,241,250,106,0.8,0.8,0.8,0.8,0.9947,0.4915,0.4932,0.4219,0.5675,0.8307,0,0.4908,0.4919,0.4199,0.5627,0.8107,0,1.0165,1.0192,1,1
line,fusion_id,3,3,202,263,128,214,227,111,0.8,0.8,0.8,0.8,0.2867,0.4344,0.4365,0.3693,0.5047,0.0673,0,0.4853,0.4866,0.4171,0.5572,0.6893,0,1.1397,1.0298,1,1
line,fusion_id,3,3,229,219,130,257,257,105,0.8,0.8,0.8,0.8,0.8067,0.5112,0.5109,0.4416,0.5833,0.78,0,0.5,0.4995,0.4324,0.5665,0.9847,0,0.981,1.0032,1,1
line,fusion_id,3,3,216,231,102,278,229,117,0.8,0.8,0.8,0.8,0.248,0.4832,0.484,0.4113,0.5544,0.6433,0,0.5483,0.5415,0.4645,0.6177,0.262,0,1.0354,0.9224,1,1
line,fusion_id,3,3,224,217,115,212,268,98,0.8,0.8,0.8,0.8,0.27,0.5079,0.5071,0.4274,0.5812,0.816,0,0.4417,0.4482,0.3788,0.5225,0.1553,0,0.989,1.1133,1,1
line,fusion_id,3,3,191,242,124,245,228,129,0.8,0.8,0.8,0.8,0.1527,0.4411,0.4451,0.3745,0.5156,0.134,0,0.518,0.5187,0.4461,0.5864,0.5893,0,1.1202,0.9656,1,1
line,fusion_id,3,3,229,207,123,198,223,105,0.8,0.8,0.8,0.8,0.308,0.5252,0.525,0.4499,0.6006,0.4953,0,0.4703,0.4725,0.4014,0.5433,0.424,0,0.9536,1.0595,1,1
line,fusion_id,3,3,255,246,112,239,253,102,0.8,0.8,0.8,0.8,0.672,0.509,0.5083,0.4416,0.5743,0.802,0,0.4858,0.4884,0.421,0.5587,0.726,0,0.9857,1.0261,1,1
line,fusion_id,3,3,283,187,153,185,225,113,0.8,0.8,0.8,0.8,0.0313,0.6021,0.5995,0.5168,0.6806,0.0287,1,0.4512,0.4584,0.3743,0.5443,0.3267,0,0.8193,1.0919,1,1
line,fusion_id,3,3,239,183,132,219,260,125,0.8,0.8,0.8,0.8,0.1127,0.5664,0.5584,0.4732,0.6391,0.1687,0,0.4572,0.4626,0.3822,0.548,0.372,0,0.8919,1.0824,1,1
line,fusion_id,3,3,249,270,130,278,240,126,0.8,0.8,0.8,0.8,0.2833,0.4798,0.4824,0.4124,0.5545,0.604,0,0.5367,0.5353,0.4665,0.6042,0.3147,0,1.0387,0.9336,1,1
line,fusion_id,3,3,252,225,132,247,210,98,0.8,0.8,0.8,0.8,0.8333,0.5283,0.5256,0.454,0.5963,0.488,0,0.5405,0.5356,0.4647,0.6076,0.3233,0,0.9525,0.9333,1,1
line,fusion_id,3,3,214,252,142,279,180,92,0.8,0.8,0.8,0.8,0.0127,0.4592,0.4599,0.3862,0.5369,0.2767,0,0.6078,0.5919,0.525,0.6545,0.0133,1,1.0874,0.8316,1,1
line,fusion_id,3,3,233,232,94,253,235,110,0.8,0.8,0.8,0.8,0.75,0.5011,0.5012,0.4402,0.5627,0.9787,0,0.5184,0.5161,0.4501,0.5805,0.6193,0,0.9997,0.9704,1,1
line,fusion_id,3,3,228,244,117,255,224,109,0.8,0.8,0.8,0.8,0.342,0.4831,0.4849,0.4162,0.5523,0.662,0,0.5324,0.5292,0.4617,0.5976,0.368,0,1.0335,0.9452,1,1
line,fusion_id,3,3,243,242,115,217,262,144,0.8,0.8,0.8,0.8,0.3927,0.501,0.5005,0.4303,0.5725,0.976,0,0.453,0.4559,0.3849,0.5307,0.2433,0,1.0016,1.0963,1,1
line,fusion_id,3,3,268,281,128,243,266,128,0.8,0.8,0.8,0.8,0.84,0.4882,0.4892,0.4175,0.5572,0.7753,0,0.4774,0.4788,0.4021,0.5538,0.562,0,1.0245,1.0468,1,1
line,fusion_id,3,3,303,294,119,245,264,120,0.8,0.8,0.8,0.8,0.592,0.5075,0.5067,0.4462,0.5691,0.8287,0,0.4813,0.484,0.4215,0.5481,0.614,0,0.9886,1.0349,1,1
line,fusion_id,3,3,225,231,138,251,241,104,0.8,0.8,0.8,0.8,0.7487,0.4934,0.4938,0.4198,0.5646,0.882,0,0.5102,0.5092,0.4407,0.5784,0.7933,0,1.0155,0.9842,1,1
line,fusion_id,3,3,266,241,123,229,247,127,0.8,0.8,0.8,0.8,0.4093,0.5247,0.5237,0.4569,0.5877,0.4787,0,0.4811,0.4844,0.4147,0.5517,0.636,0,0.9557,1.0343,1,1
line,fusion_id,3,3,229,192,111,226,218,126,0.8,0.8,0.8,0.8,0.5413,0.5439,0.5401,0.4746,0.608,0.2353,0,0.509,0.5095,0.4379,0.5786,0.7633,0,0.9247,0.9835,1,1
line,fusion_id,3,3,225,250,106,292,240,115,0.8,0.8,0.8,0.8,0.1513,0.4737,0.4766,0.4119,0.5445,0.486,0,0.5489,0.5453,0.4777,0.6109,0.1853,0,1.0506,0.915,1,1
line,fusion_id,3,3,232,228,146,229,236,139,0.8,0.8,0.8,0.8,0.8453,0.5043,0.504,0.4258,0.5809,0.9173,0,0.4925,0.4934,0.4194,0.5678,0.872,0,0.995,1.0163,1,1
line,fusion_id,3,3,258,229,120,249,214,114,0.8,0.8,0.8,0.8,0.8727,0.5298,0.5254,0.4558,0.5952,0.4807,0,0.5378,0.534,0.463,0.603,0.3267,0,0.9526,0.9363,1,1
line,fusion_id,3,3,261,244,118,205,277,116,0.8,0.8,0.8,0.8,0.1127,0.5168,0.5152,0.4403,0.5884,0.652,0,0.4253,0.4346,0.3643,0.5078,0.0713,0,0.9725,1.1448,1,1
line,fusion_id,3,3,274,233,113,201,231,131,0.8,0.8,0.8,0.8,0.16,0.5404,0.5372,0.4679,0.6017,0.2587,0,0.4653,0.4674,0.3996,0.5359,0.3493,0,0.93,1.0704,1,1
line,fusion_id,3,3,212,239,141,243,184,112,0.8,0.8,0.8,0.8,0.0667,0.4701,0.4706,0.401,0.5413,0.384,0,0.5691,0.5621,0.4923,0.6276,0.074,0,1.0637,0.8843,1,1
line,fusion_id,3,3,259,290,120,229,282,135,0.8,0.8,0.8,0.8,0.6273,0.4718,0.4734,0.4132,0.533,0.3713,0,0.4481,0.4518,0.3914,0.514,0.1147,0,1.057,1.1042,1,1
line,fusion_id,3,3,226,226,111,257,247,113,0.8,0.8,0.8,0.8,0.8367,0.5,0.4964,0.4094,0.5847,0.936,0,0.5099,0.508,0.4276,0.5835,0.8013,0,1.011,0.9871,1,1
line,fusion_id,3,3,265,221,136,242,208,80,0.8,0.8,0.8,0.8,0.824,0.5453,0.5435,0.4687,0.6165,0.2687,0,0.5378,0.5328,0.4626,0.6002,0.3427,0,0.9187,0.9385,1,1
line,fusion_id,3,3,214,204,143,239,227,125,0.8,0.8,0.8,0.8,0.9727,0.512,0.5099,0.4284,0.588,0.8093,0,0.5129,0.5101,0.4349,0.5818,0.756,0,0.9836,0.9827,1,1
line,fusion_id,3,3,213,242,120,268,216,103,0.8,0.8,0.8,0.8,0.1907,0.4681,0.4708,0.3873,0.5562,0.4893,0,0.5537,0.5457,0.4639,0.6254,0.2527,0,1.0645,0.9149,1,1
line,fusion_id,3,3,273,203,108,232,209,104,0.8,0.8,0.8,0.8,0.448,0.5735,0.565,0.4857,0.6402,0.1027,0,0.5261,0.5228,0.4393,0.6038,0.5733,0,0.8796,0.9586,1,1
line,fusion_id,3,3,248,191,105,235,224,160,0.8,0.8,0.8,0.8,0.426,0.5649,0.5553,0.4774,0.6296,0.158,0,0.512,0.5108,0.431,0.5889,0.81,0,0.8971,0.9819,1,1
line,fusion_id,3,3,182,268,150,228,158,103,0.8,0.8,0.8,0.8,0.0133,0.4044,0.4076,0.3267,0.4979,0.0473,1,0.5907,0.5751,0.4853,0.6545,0.0847,0,1.2122,0.8618,1,1
line,fusion_id,3,3,236,236,120,220,238,118,0.8,0.8,0.8,0.8,0.73,0.5,0.4993,0.4286,0.5723,0.988,0,0.4803,0.4822,0.414,0.5503,0.6133,0,1.0041,1.0392,1,1
line,fusion_id,3,3,220,281,116,201,282,110,0.8,0.8,0.8,0.8,0.7593,0.4391,0.4463,0.3709,0.5284,0.1807,0,0.4161,0.4297,0.3523,0.514,0.0907,0,1.1182,1.1572,1,1
line,fusion_id,3,3,291,229,117,231,237,128,0.8,0.8,0.8,0.8,0.228,0.5596,0.5538,0.4859,0.6169,0.1207,0,0.4936,0.4945,0.4206,0.5657,0.89,0,0.8993,1.014,1,1
line,fusion_id,3,3,257,227,128,224,245,96,0.8,0.8,0.8,0.8,0.2933,0.531,0.5288,0.4581,0.5962,0.3787,0,0.4776,0.4798,0.4156,0.5448,0.5407,0,0.946,1.0438,1,1
line,fusion_id,3,3,194,252,116,274,212,113,0.8,0.8,0.8,0.8,0.0133,0.435,0.4407,0.3741,0.5087,0.09,0,0.5638,0.5585,0.4905,0.6233,0.0867,0,1.13,0.8906,1,1
line,fusion_id,3,3,199,212,108,259,277,124,0.8,0.8,0.8,0.8,0.994,0.4842,0.485,0.4142,0.5599,0.6587,0,0.4832,0.4844,0.4168,0.5532,0.6293,0,1.0336,1.0343,1,1
line,fusion_id,3,3,275,293,127,270,294,150,0.8,0.8,0.8,0.8,0.9307,0.4842,0.4854,0.4197,0.551,0.6933,0,0.4787,0.4802,0.4088,0.5514,0.5867,0,1.0321,1.0434,1,1
line,fusion_id,3,3,267,220,120,250,265,124,0.8,0.8,0.8,0.8,0.2253,0.5483,0.5438,0.4768,0.6114,0.2,0,0.4854,0.4868,0.421,0.5512,0.712,0,0.9176,1.0294,1,1
line,fusion_id,3,3,280,211,113,223,266,124,0.8,0.8,0.8,0.8,0.04,0.5703,0.5625,0.4932,0.6272,0.0747,0,0.456,0.4593,0.3921,0.53,0.2533,0,0.8836,1.0882,1,1
line,fusion_id,3,3,234,226,137,201,227,101,0.8,0.8,0.8,0.8,0.5187,0.5087,0.5077,0.4325,0.5804,0.8327,0,0.4696,0.4746,0.4039,0.5468,0.4707,0,0.9875,1.0553,1,1
line,fusion_id,3,3,256,227,135,187,220,114,0.8,0.8,0.8,0.8,0.204,0.53,0.5296,0.4574,0.6016,0.3893,0,0.4595,0.4646,0.3936,0.5391,0.3233,0,0.9447,1.077,1,1
line,fusion_id,3,3,281,297,95,239,232,130,0.8,0.8,0.8,0.8,0.684,0.4862,0.488,0.4195,0.5555,0.7247,0,0.5074,0.5083,0.4306,0.5882,0.8367,0,1.0269,0.9866,1,1
line,fusion_id,3,3,228,224,128,217,250,109,0.8,0.8,0.8,0.8,0.472,0.5044,0.5048,0.4359,0.5746,0.8813,0,0.4647,0.4705,0.4041,0.5407,0.3587,0,0.9928,1.0636,1,1
line,fusion_id,3,3,242,272,106,242,259,118,0.8,0.8,0.8,0.8,0.794,0.4708,0.473,0.4092,0.5374,0.3833,0,0.483,0.4841,0.4196,0.5504,0.61,0,1.0581,1.0347,1,1
line,fusion_id,3,3,257,224,117,257,216,122,0.8,0.8,0.8,0.8,0.85,0.5343,0.5309,0.4586,0.6013,0.376,0,0.5433,0.5405,0.4678,0.6075,0.2567,0,0.9421,0.9241,1,1
line,fusion_id,3,3,208,239,97,242,235,115,0.8,0.8,0.8,0.8,0.446,0.4653,0.4683,0.3968,0.5411,0.3727,0,0.5073,0.5052,0.4344,0.5752,0.8967,0,1.0688,0.9923,1,1
line,fusion_id,3,3,208,204,106,285,228,132,0.8,0.8,0.8,0.8,0.3093,0.5049,0.5047,0.4368,0.5755,0.8727,0,0.5556,0.5531,0.4846,0.6172,0.1147,0,0.993,0.9006,1,1
line,fusion_id,3,3,225,227,95,218,227,105,0.8,0.8,0.8,0.8,0.8833,0.4978,0.4983,0.4279,0.5647,0.966,0,0.4899,0.491,0.4219,0.5624,0.794,0,1.006,1.021,1,1
line,fusion_id,3,3,232,244,130,229,185,99,0.8,0.8,0.8,0.8,0.23,0.4874,0.4882,0.4218,0.5529,0.7447,0,0.5531,0.5461,0.4794,0.6128,0.1833,0,1.0263,0.9134,1,1
line,fusion_id,3,3,203,259,111,229,277,116,0.8,0.8,0.8,0.8,0.8507,0.4394,0.4462,0.382,0.5153,0.1187,0,0.4526,0.4559,0.3851,0.5297,0.2287,0,1.1176,1.096,1,1
line,fusion_id,3,3,229,275,121,251,177,112,0.8,0.8,0.8,0.8,0.0307,0.4544,0.4573,0.3886,0.53,0.2407,0,0.5864,0.5757,0.5005,0.6507,0.05,0,1.0929,0.8603,1,1
line,fusion_id,3,3,247,242,102,249,272,104,0.8,0.8,0.8,0.8,0.6373,0.5051,0.5053,0.4336,0.576,0.874,0,0.4779,0.4806,0.4085,0.5503,0.5633,0,0.9919,1.0425,1,1
line,fusion_id,3,3,263,250,118,258,241,112,0.8,0.8,0.8,0.8,0.9693,0.5127,0.5128,0.4447,0.5786,0.694,0,0.517,0.5144,0.449,0.5831,0.6567,0,0.9769,0.9738,1,1
line,fusion_id,3,3,240,249,108,209,219,77,0.8,0.8,0.8,0.8,0.994,0.4908,0.4922,0.42,0.5656,0.8113,0,0.4883,0.4925,0.42,0.5693,0.83,0,1.0186,1.0181,1,1
line,fusion_id,3,3,229,247,135,237,225,101,0.8,0.8,0.8,0.8,0.4993,0.4811,0.4811,0.4152,0.549,0.582,0,0.513,0.5114,0.4458,0.5768,0.7227,0,1.0411,0.9797,1,1
line,fusion_id,3,3,251,270,111,193,238,119,0.8,0.8,0.8,0.8,0.5107,0.4818,0.4873,0.4194,0.5561,0.7073,0,0.4478,0.4539,0.3852,0.5249,0.2033,0,1.0283,1.1004,1,1
line,fusion_id,3,3,201,193,117,270,218,135,0.8,0.8,0.8,0.8,0.4227,0.5102,0.508,0.4329,0.583,0.8273,0,0.5533,0.5492,0.4796,0.6186,0.152,0,0.9869,0.9078,1,1
line,fusion_id,3,3,275,220,130,209,309,112,0.8,0.8,0.8,0.8,0.018,0.5556,0.5503,0.4717,0.6265,0.1967,0,0.4035,0.4153,0.348,0.4914,0.0287,1,0.9062,1.191,1,1
line,fusion_id,3,3,237,271,109,228,272,128,0.8,0.8,0.8,0.8,0.7893,0.4665,0.4691,0.4123,0.5315,0.3287,0,0.456,0.4581,0.3949,0.5216,0.1967,0,1.0662,1.0903,1,1
line,fusion_id,3,3,200,228,114,266,225,132,0.8,0.8,0.8,0.8,0.1827,0.4673,0.4718,0.4009,0.5432,0.448,0,0.5418,0.5398,0.4715,0.6073,0.256,0,1.0615,0.9254,1,1
line,fusion_id,3,3,221,251,133,290,229,96,0.8,0.8,0.8,0.8,0.1213,0.4682,0.4698,0.3958,0.5478,0.4327,0,0.5588,0.551,0.4793,0.6205,0.168,0,1.0659,0.9047,1,1
line,fusion_id,3,3,241,248,111,253,281,117,0.8,0.8,0.8,0.8,0.7207,0.4928,0.4948,0.4216,0.5691,0.8907,0,0.4738,0.4781,0.407,0.5501,0.552,0,1.0135,1.0479,1,1
line,fusion_id,3,3,258,232,114,240,220,134,0.8,0.8,0.8,0.8,0.9393,0.5265,0.5248,0.4573,0.5923,0.468,0,0.5217,0.5216,0.452,0.5928,0.5567,0,0.9535,0.9601,1,1
line,fusion_id,3,3,232,264,102,217,255,111,0.8,0.8,0.8,0.8,0.8507,0.4677,0.4718,0.4091,0.539,0.3793,0,0.4597,0.4639,0.3991,0.5324,0.288,0,1.0607,1.078,1,1
line,fusion_id,3,3,273,274,138,195,283,132,0.8,0.8,0.8,0.8,0.064,0.4991,0.4996,0.4378,0.5624,0.99,0,0.4079,0.4153,0.3534,0.4773,0.0113,1,1.0029,1.1901,1,1
line,fusion_id,3,3,284,206,132,240,221,114,0.8,0.8,0.8,0.8,0.2,0.5796,0.5765,0.513,0.6366,0.024,1,0.5206,0.5183,0.4519,0.5826,0.57,0,0.8585,0.9661,1,1
line,fusion_id,3,3,198,230,115,232,298,121,0.8,0.8,0.8,0.8,0.654,0.4626,0.4678,0.3872,0.5476,0.4287,0,0.4377,0.4437,0.3719,0.5225,0.1373,0,1.0707,1.1238,1,1
line,fusion_id,3,3,232,230,120,206,250,125,0.8,0.8,0.8,0.8,0.4273,0.5022,0.5029,0.4267,0.5808,0.9373,0,0.4518,0.4588,0.3813,0.5427,0.298,0,0.9973,1.0904,1,1
line,fusion_id,3,3,267,254,132,220,287,154,0.8,0.8,0.8,0.8,0.134,0.5125,0.5103,0.4422,0.5795,0.7507,0,0.4339,0.437,0.3705,0.507,0.076,0,0.9819,1.1387,1,1
line,fusion_id,3,3,229,277,125,281,216,119,0.8,0.8,0.8,0.8,0.0313,0.4526,0.4547,0.3883,0.5232,0.1847,0,0.5654,0.5594,0.4936,0.6202,0.0807,0,1.0981,0.889,1,1
line,fusion_id,3,3,191,269,117,280,223,105,0.8,0.8,0.8,0.8,0.012,0.4152,0.4239,0.3534,0.4942,0.0333,1,0.5567,0.5518,0.4871,0.6146,0.1267,0,1.1698,0.9029,1,1
line,fusion_id,3,3,255,237,125,248,239,116,0.8,0.8,0.8,0.8,0.8527,0.5183,0.5175,0.4457,0.591,0.6427,0,0.5092,0.5082,0.4377,0.5786,0.8073,0,0.968,0.9861,1,1
line,fusion_id,3,3,238,240,139,192,212,108,0.8,0.8,0.8,0.8,0.632,0.4979,0.503,0.4147,0.5902,0.948,0,0.4752,0.474,0.3895,0.5639,0.5613,0,0.9981,1.0581,1,1
line,fusion_id,3,3,199,240,116,261,249,127,0.8,0.8,0.8,0.8,0.2853,0.4533,0.4599,0.3895,0.5351,0.2753,0,0.5118,0.5124,0.4462,0.5776,0.7,0,1.0872,0.9777,1,1
line,fusion_id,3,3,214,230,105,223,252,148,0.8,0.8,0.8,0.8,0.8167,0.482,0.4854,0.4083,0.5657,0.71,0,0.4695,0.4717,0.3966,0.5506,0.464,0,1.0332,1.0622,1,1
line,fusion_id,3,3,267,219,112,262,202,124,0.8,0.8,0.8,0.8,0.7793,0.5494,0.545,0.4763,0.6115,0.1833,0,0.5647,0.5593,0.4879,0.6292,0.0993,0,0.9155,0.8895,1,1
line,fusion_id,3,3,245,214,107,233,233,136,0.8,0.8,0.8,0.8,0.5687,0.5338,0.5302,0.4513,0.6079,0.4413,0,0.5,0.5006,0.4222,0.5788,0.992,0,0.944,1.002,1,1
line,fusion_id,3,3,280,242,132,213,259,130,0.8,0.8,0.8,0.8,0.1107,0.5364,0.5342,0.4665,0.5992,0.2813,0,0.4513,0.457,0.3873,0.5289,0.2253,0,0.9355,1.0935,1,1
line,fusion_id,3,3,217,230,115,242,215,108,0.8,0.8,0.8,0.8,0.4233,0.4855,0.487,0.4224,0.5576,0.6967,0,0.5295,0.5259,0.4595,0.5912,0.4453,0,1.0289,0.9515,1,1
line,fusion_id,3,3,216,202,102,173,301,148,0.8,0.8,0.8,0.8,0.006,0.5167,0.5152,0.4428,0.5826,0.6753,0,0.365,0.3677,0.3011,0.4379,7e-04,1,0.9725,1.317,1,1
line,fusion_id,3,3,228,257,119,245,236,128,0.8,0.8,0.8,0.8,0.4587,0.4701,0.4725,0.4045,0.5385,0.4093,0,0.5094,0.508,0.4366,0.5749,0.8127,0,1.0593,0.9865,1,1
line,fusion_id,3,3,218,225,124,257,240,152,0.8,0.8,0.8,0.8,0.65,0.4921,0.4933,0.419,0.5656,0.8393,0,0.5171,0.517,0.4453,0.5923,0.648,0,1.0164,0.9691,1,1
line,fusion_id,3,3,209,201,135,243,224,133,0.8,0.8,0.8,0.8,0.8653,0.5098,0.5089,0.4216,0.5974,0.8473,0,0.5203,0.5193,0.4337,0.604,0.6367,0,0.9861,0.9655,1,1
line,fusion_id,3,3,211,205,112,227,242,100,0.8,0.8,0.8,0.8,0.7147,0.5072,0.5078,0.4288,0.5881,0.834,0,0.484,0.487,0.4176,0.5592,0.716,0,0.9876,1.0293,1,1
line,fusion_id,3,3,247,214,108,229,286,122,0.8,0.8,0.8,0.8,0.136,0.5358,0.5307,0.4564,0.6038,0.412,0,0.4447,0.449,0.3748,0.5292,0.188,0,0.9427,1.1119,1,1
line,fusion_id,3,3,238,250,107,226,194,123,0.8,0.8,0.8,0.8,0.3213,0.4877,0.4889,0.4235,0.5568,0.744,0,0.5381,0.5353,0.468,0.6078,0.3207,0,1.0248,0.9337,1,1
line,fusion_id,3,3,207,251,114,236,248,122,0.8,0.8,0.8,0.8,0.5213,0.452,0.4574,0.3923,0.5244,0.1993,0,0.4876,0.4877,0.4221,0.5567,0.714,0,1.0921,1.0275,1,1
line,fusion_id,3,3,254,255,144,207,267,92,0.8,0.8,0.8,0.8,0.3607,0.499,0.4992,0.4166,0.5821,0.9967,0,0.4367,0.4475,0.3751,0.5261,0.1867,0,1.0053,1.1153,1,1
line,fusion_id,3,3,248,199,103,233,252,134,0.8,0.8,0.8,0.8,0.204,0.5548,0.5489,0.474,0.6196,0.1887,0,0.4804,0.4812,0.4045,0.5571,0.6367,0,0.9087,1.042,1,1
line,fusion_id,3,3,264,233,131,225,274,136,0.8,0.8,0.8,0.8,0.2047,0.5312,0.5275,0.4453,0.6078,0.5007,0,0.4509,0.4541,0.3756,0.5372,0.2587,0,0.9493,1.1008,1,1
line,fusion_id,3,3,261,244,123,208,220,111,0.8,0.8,0.8,0.8,0.568,0.5168,0.5165,0.4445,0.5837,0.6347,0,0.486,0.4879,0.4173,0.5582,0.748,0,0.9699,1.0273,1,1
line,fusion_id,3,3,165,280,115,289,238,142,0.8,0.8,0.8,0.8,0.0033,0.3708,0.3862,0.3206,0.4577,0.0013,1,0.5484,0.5476,0.4757,0.6162,0.1887,0,1.2658,0.9108,1,1
line,fusion_id,3,3,280,272,115,195,217,119,0.8,0.8,0.8,0.8,0.572,0.5072,0.5048,0.434,0.5734,0.8707,0,0.4733,0.477,0.4024,0.5532,0.5127,0,0.993,1.0504,1,1
line,fusion_id,3,3,265,238,131,236,235,121,0.8,0.8,0.8,0.8,0.5573,0.5268,0.526,0.4598,0.5925,0.436,0,0.5011,0.4992,0.4248,0.5739,0.9913,0,0.9513,1.0042,1,1
line,fusion_id,3,3,230,236,117,248,220,109,0.8,0.8,0.8,0.8,0.4933,0.4936,0.4939,0.4164,0.5679,0.864,0,0.5299,0.5268,0.4605,0.593,0.4347,0,1.0153,0.9498,1,1
line,fusion_id,3,3,230,249,113,200,234,117,0.8,0.8,0.8,0.8,0.722,0.4802,0.4825,0.4161,0.5505,0.6147,0,0.4608,0.4651,0.397,0.5348,0.3233,0,1.0383,1.0757,1,1
line,fusion_id,3,3,227,233,127,239,234,94,0.8,0.8,0.8,0.8,0.822,0.4935,0.4948,0.4218,0.5667,0.8787,0,0.5053,0.5058,0.4392,0.5681,0.8487,0,1.0132,0.9907,1,1
line,fusion_id,3,3,214,232,132,223,250,121,0.8,0.8,0.8,0.8,0.848,0.4798,0.4825,0.4107,0.5582,0.614,0,0.4715,0.4716,0.4024,0.5448,0.422,0,1.0389,1.0618,1,1
line,fusion_id,3,3,222,215,109,246,220,134,0.8,0.8,0.8,0.8,0.7507,0.508,0.5073,0.4198,0.5921,0.8413,0,0.5279,0.5259,0.434,0.6115,0.5287,0,0.9891,0.953,1,1
line,fusion_id,3,3,229,247,135,232,259,139,0.8,0.8,0.8,0.8,0.8433,0.4811,0.483,0.4145,0.5547,0.6273,0,0.4725,0.4732,0.4009,0.5457,0.46,0,1.0375,1.0583,1,1
line,fusion_id,3,3,201,245,108,209,261,116,0.8,0.8,0.8,0.8,0.8873,0.4507,0.4565,0.3802,0.5375,0.262,0,0.4447,0.4495,0.373,0.53,0.2107,0,1.0954,1.1109,1,1
line,fusion_id,3,3,240,249,121,227,272,94,0.8,0.8,0.8,0.8,0.4553,0.4908,0.4948,0.426,0.5669,0.8873,0,0.4549,0.4587,0.3942,0.5264,0.2113,0,1.0131,1.0892,1,1
line,fusion_id,3,3,284,216,122,211,215,123,0.8,0.8,0.8,0.8,0.1807,0.568,0.5639,0.4894,0.6346,0.0833,0,0.4953,0.4952,0.4184,0.5692,0.9133,0,0.8813,1.0128,1,1
line,fusion_id,3,3,233,224,113,233,214,110,0.8,0.8,0.8,0.8,0.81,0.5098,0.507,0.4383,0.5787,0.854,0,0.5213,0.5195,0.4524,0.5884,0.5893,0,0.9886,0.9639,1,1
line,fusion_id,3,3,216,279,131,260,227,115,0.8,0.8,0.8,0.8,0.098,0.4364,0.4408,0.3677,0.5161,0.132,0,0.5339,0.53,0.4562,0.603,0.428,0,1.1304,0.9441,1,1
line,fusion_id,3,3,255,230,105,235,213,95,0.8,0.8,0.8,0.8,0.9673,0.5258,0.5253,0.4622,0.588,0.4327,0,0.5246,0.5231,0.4546,0.5901,0.5127,0,0.9525,0.957,1,1
line,fusion_id,3,3,263,246,124,232,247,118,0.8,0.8,0.8,0.8,0.5133,0.5167,0.5161,0.4501,0.5801,0.6167,0,0.4843,0.4869,0.4244,0.557,0.67,0,0.9704,1.029,1,1
line,fusion_id,3,3,268,236,123,297,271,102,0.8,0.8,0.8,0.8,0.8867,0.5317,0.5276,0.4494,0.6031,0.4653,0,0.5229,0.5197,0.4445,0.5937,0.5867,0,0.9488,0.964,1,1
line,fusion_id,3,3,228,267,129,232,261,110,0.8,0.8,0.8,0.8,0.8167,0.4606,0.4627,0.3957,0.53,0.2653,0,0.4706,0.4738,0.4089,0.5393,0.432,0,1.0805,1.0565,1,1
line,fusion_id,3,3,246,236,83,297,208,125,0.8,0.8,0.8,0.8,0.172,0.5104,0.5079,0.433,0.5829,0.8407,0,0.5881,0.5793,0.5067,0.6475,0.0373,1,0.9871,0.8539,1,1
line,fusion_id,3,3,251,234,137,249,222,144,0.8,0.8,0.8,0.8,0.9013,0.5175,0.5178,0.4298,0.6006,0.6707,0,0.5287,0.5246,0.4355,0.6141,0.5787,0,0.9684,0.9556,1,1
line,fusion_id,3,3,258,241,127,228,256,111,0.8,0.8,0.8,0.8,0.3847,0.517,0.5163,0.444,0.5866,0.6367,0,0.4711,0.474,0.4009,0.546,0.4853,0,0.9703,1.0566,1,1
line,fusion_id,3,3,236,224,110,228,223,139,0.8,0.8,0.8,0.8,0.9127,0.513,0.5121,0.4444,0.5801,0.7347,0,0.5055,0.5062,0.432,0.5806,0.874,0,0.9784,0.9906,1,1
line,fusion_id,3,3,230,265,129,251,207,119,0.8,0.8,0.8,0.8,0.1167,0.4646,0.468,0.4012,0.5356,0.3533,0,0.548,0.5428,0.4703,0.6132,0.2113,0,1.0691,0.9197,1,1
line,fusion_id,3,3,195,244,145,233,247,128,0.8,0.8,0.8,0.8,0.426,0.4442,0.4477,0.3737,0.5258,0.1813,0,0.4854,0.488,0.4171,0.5633,0.7407,0,1.1148,1.0273,1,1
line,fusion_id,3,3,219,233,125,232,233,117,0.8,0.8,0.8,0.8,0.8307,0.4845,0.4856,0.418,0.5586,0.6913,0,0.4989,0.4973,0.4236,0.5753,0.9213,0,1.0322,1.0084,1,1
line,fusion_id,3,3,260,237,146,195,240,136,0.8,0.8,0.8,0.8,0.1953,0.5231,0.5215,0.4472,0.5953,0.56,0,0.4483,0.453,0.3746,0.5342,0.2273,0,0.9605,1.1032,1,1
line,fusion_id,3,3,272,226,105,219,206,126,0.8,0.8,0.8,0.8,0.6193,0.5462,0.5406,0.4681,0.6111,0.2567,0,0.5153,0.5137,0.4326,0.5956,0.7247,0,0.924,0.9761,1,1
