comparison,FEATURE_ID,c1_num_reps,c2_num_reps,counts_c1_g1,counts_c1_g2,counts_c1_both,counts_c2_g1,counts_c2_g2,counts_c2_both,prior_c1_g1,prior_c1_g2,prior_c2_g1,prior_c2_g2,H3_independence_Bayes_evidence,probofsameAI,g1_c1_sampleprop,g1_c1_theta,g1_c1_q025,g1_c1_q975,g1_c1_Bayes_evidence,g1_c1_AI_decision,g1_c2_sampleprop,g1_c2_theta,g1_c2_q025,g1_c2_q975,g1_c2_Bayes_evidence,g1_c2_AI_decision,alpha1_postmean,alpha2_postmean,sigma_alpha_mean,sigma_alpha_0.5,sigma_alpha_0.95,c1_flag_analyze,c2_flag_analyze
line,fusion_id,3,3,211,220,107,200,275,128,0.8,0.8,0.8,0.8,0.722666666666667,0.951763503937154,0.4896,0.457,0.4064,0.5108,0.1133,0,0.4211,0.4519,0.4025,0.5048,0.074,0,1.092,1.1031,0.790015,0.654231,1.968126,1,1
line,fusion_id,3,3,214,257,117,303,241,118,0.8,0.8,0.8,0.8,0.636,0.951851346372951,0.4544,0.5064,0.4511,0.5567,0.7873,0,0.557,0.5132,0.4604,0.5657,0.616,0,0.9886,0.9753,0.780901,0.633722,1.980954,1,1
line,fusion_id,3,3,196,273,131,255,264,99,0.8,0.8,0.8,0.8,0.714666666666667,0.950799861999593,0.4179,0.455,0.4025,0.5086,0.0913,0,0.4913,0.46,0.4073,0.5114,0.1293,0,1.0963,1.0854,0.808524,0.682991,1.947691,1,1
line,fusion_id,3,3,235,261,108,249,271,133,0.8,0.8,0.8,0.8,0.972666666666667,0.951507963673518,0.4738,0.4764,0.4277,0.5242,0.368,0,0.4788,0.4766,0.4264,0.5233,0.3667,0,1.0498,1.0493,0.80028,0.674391,1.988681,1,1
line,fusion_id,3,3,246,201,117,216,252,149,0.8,0.8,0.8,0.8,0.808666666666667,0.950579568771278,0.5503,0.5077,0.4372,0.5749,0.8027,0,0.4615,0.5028,0.4295,0.5696,0.9013,0,0.987,0.9969,0.806671,0.685504,1.926787,1,1
line,fusion_id,3,3,237,233,134,240,259,93,0.8,0.8,0.8,0.8,0.925333333333333,0.95092322236572,0.5043,0.494,0.4372,0.5526,0.856,0,0.481,0.4923,0.4351,0.5505,0.7733,0,1.0137,1.0172,0.789914,0.66748,1.944762,1,1
line,fusion_id,3,3,272,206,122,261,254,89,0.8,0.8,0.8,0.8,0.846,0.950382473446948,0.569,0.539,0.4708,0.6101,0.2533,0,0.5068,0.5363,0.4665,0.6074,0.2893,0,0.9268,0.9318,0.802104,0.667837,1.975882,1,1
line,fusion_id,3,3,238,234,113,214,232,115,0.8,0.8,0.8,0.8,0.917333333333333,0.952067892139258,0.5042,0.491,0.4401,0.5402,0.7387,0,0.4798,0.4896,0.437,0.5389,0.6867,0,1.0196,1.0224,0.784218,0.670671,1.936868,1,1
line,fusion_id,3,3,229,257,145,206,246,113,0.8,0.8,0.8,0.8,0.926,0.952257242436568,0.4712,0.4647,0.4114,0.5204,0.1993,0,0.4558,0.4638,0.4104,0.5183,0.182,0,1.0751,1.0771,0.807534,0.681841,1.981997,1,1
line,fusion_id,3,3,279,232,120,232,306,109,0.8,0.8,0.8,0.8,0.632666666666667,0.951449075055626,0.546,0.4914,0.4366,0.5501,0.73,0,0.4312,0.4835,0.4272,0.5391,0.5407,0,1.0191,1.0353,0.798007,0.67836,1.922369,1,1
line,fusion_id,3,3,247,240,118,235,242,110,0.8,0.8,0.8,0.8,0.930666666666667,0.952139474177232,0.5072,0.5008,0.4505,0.5533,0.9887,0,0.4927,0.4997,0.4488,0.5508,0.9847,0,0.9999,1.0021,0.801662,0.672491,2.012073,1,1
line,fusion_id,3,3,224,209,137,225,261,138,0.8,0.8,0.8,0.8,0.789333333333333,0.949425256057444,0.5173,0.4928,0.4364,0.5554,0.7887,0,0.463,0.4876,0.4271,0.545,0.6627,0,1.0165,1.027,0.812283,0.700201,1.972224,1,1
line,fusion_id,3,3,186,252,120,256,236,114,0.8,0.8,0.8,0.8,0.684,0.950882865082056,0.4247,0.471,0.412,0.5292,0.326,0,0.5203,0.4769,0.4198,0.5339,0.434,0,1.062,1.0494,0.815633,0.702088,1.931405,1,1
line,fusion_id,3,3,245,264,111,232,273,112,0.8,0.8,0.8,0.8,0.911333333333333,0.951110847053384,0.4813,0.4717,0.4199,0.5211,0.2653,0,0.4594,0.4703,0.4202,0.5198,0.2307,0,1.0598,1.063,0.803604,0.687443,1.9171,1,1
line,fusion_id,3,3,230,239,122,200,233,142,0.8,0.8,0.8,0.8,0.866666666666667,0.952430435466772,0.4904,0.4779,0.4252,0.532,0.4233,0,0.4619,0.476,0.4222,0.5284,0.3813,0,1.047,1.051,0.809515,0.706718,1.920431,1,1
line,fusion_id,3,3,198,275,129,263,265,110,0.8,0.8,0.8,0.8,0.679333333333333,0.952047068553204,0.4186,0.4571,0.4042,0.5118,0.1173,0,0.4981,0.4629,0.4115,0.5173,0.1673,0,1.0918,1.079,0.790047,0.669246,1.916629,1,1
line,fusion_id,3,3,244,232,121,255,223,109,0.8,0.8,0.8,0.8,0.932666666666667,0.952257687051771,0.5126,0.5229,0.4656,0.5794,0.4133,0,0.5335,0.5241,0.4658,0.5811,0.3947,0,0.9568,0.9544,0.799302,0.67733,1.912833,1,1
line,fusion_id,3,3,263,198,111,224,213,120,0.8,0.8,0.8,0.8,0.793333333333333,0.95220651771929,0.5705,0.5436,0.4871,0.5945,0.1127,0,0.5126,0.5403,0.4852,0.5902,0.13,0,0.9174,0.9235,0.802613,0.671479,1.910099,1,1
line,fusion_id,3,3,237,217,142,263,231,123,0.8,0.8,0.8,0.8,0.950666666666667,0.951893656520914,0.522,0.531,0.4641,0.5968,0.3327,0,0.5324,0.5316,0.4665,0.5961,0.33,0,0.9417,0.9404,0.809786,0.679811,1.984598,1,1
line,fusion_id,3,3,229,219,145,210,298,98,0.8,0.8,0.8,0.8,0.68,0.951439842762571,0.5112,0.4625,0.4036,0.5169,0.1833,0,0.4134,0.4575,0.4011,0.5129,0.1333,0,1.08,1.0909,0.811763,0.667327,1.972429,1,1
line,fusion_id,3,3,261,215,112,297,274,110,0.8,0.8,0.8,0.8,0.892,0.951533976581236,0.5483,0.5321,0.4782,0.5841,0.2313,0,0.5201,0.5301,0.4775,0.583,0.2567,0,0.939,0.9427,0.828278,0.71746,1.978085,1,1
line,fusion_id,3,3,215,243,131,237,224,108,0.8,0.8,0.8,0.8,0.838666666666667,0.951258933055754,0.4694,0.4909,0.4373,0.5467,0.7227,0,0.5141,0.4936,0.4407,0.5475,0.8073,0,1.0201,1.0145,0.814173,0.685106,1.963258,1,1
line,fusion_id,3,3,235,227,144,268,252,110,0.8,0.8,0.8,0.8,0.998,0.951727978094231,0.5087,0.5121,0.456,0.5705,0.6787,0,0.5154,0.5121,0.4552,0.5676,0.6733,0,0.9776,0.9776,0.792358,0.660209,1.917456,1,1
line,fusion_id,3,3,231,243,116,232,273,117,0.8,0.8,0.8,0.8,0.864,0.951579150598291,0.4873,0.4745,0.425,0.5241,0.308,0,0.4594,0.4721,0.4242,0.5221,0.2707,0,1.054,1.059,0.776727,0.63069,1.935532,1,1
line,fusion_id,3,3,253,267,142,263,249,131,0.8,0.8,0.8,0.8,0.887333333333333,0.949989296278655,0.4865,0.4983,0.4493,0.5476,0.9307,0,0.5137,0.5009,0.4529,0.5504,1,0,1.0047,0.9995,0.792219,0.65335,2.004053,1,1
line,fusion_id,3,3,188,230,136,245,248,125,0.8,0.8,0.8,0.8,0.836666666666667,0.953028150104058,0.4498,0.4748,0.419,0.5373,0.384,0,0.497,0.4775,0.4216,0.5383,0.4313,0,1.0538,1.0481,0.810304,0.681638,1.988438,1,1
line,fusion_id,3,3,224,242,131,224,256,101,0.8,0.8,0.8,0.8,0.976666666666667,0.952285975864863,0.4807,0.4739,0.403,0.5421,0.438,0,0.4667,0.4734,0.4038,0.5415,0.4247,0,1.0567,1.0577,0.810819,0.69851,1.915452,1,1
line,fusion_id,3,3,214,234,137,244,221,96,0.8,0.8,0.8,0.8,0.864,0.952401835565529,0.4777,0.5002,0.4395,0.5597,0.9833,0,0.5247,0.5027,0.4442,0.5603,0.9133,0,1.0015,0.9963,0.799466,0.675606,1.934391,1,1
line,fusion_id,3,3,255,233,138,285,251,135,0.8,0.8,0.8,0.8,0.964,0.951933465281002,0.5225,0.5264,0.4743,0.5747,0.3073,0,0.5317,0.5271,0.4748,0.5755,0.2933,0,0.9496,0.9483,0.81359,0.698713,1.939835,1,1
line,fusion_id,3,3,234,209,110,211,225,112,0.8,0.8,0.8,0.8,0.812666666666667,0.951660134853852,0.5282,0.5091,0.4568,0.5606,0.7273,0,0.4839,0.5061,0.4547,0.5585,0.8107,0,0.9833,0.9893,0.816136,0.697047,1.966572,1,1
line,fusion_id,3,3,205,236,129,264,266,119,0.8,0.8,0.8,0.8,0.889333333333333,0.953980585552531,0.4649,0.4828,0.4295,0.5387,0.5073,0,0.4981,0.4845,0.432,0.5385,0.5647,0,1.0367,1.033,0.812669,0.711206,1.939941,1,1
line,fusion_id,3,3,221,273,138,232,214,109,0.8,0.8,0.8,0.8,0.772666666666667,0.950969484434683,0.4474,0.4791,0.4225,0.5387,0.4533,0,0.5202,0.4834,0.4266,0.5422,0.5567,0,1.0447,1.0358,0.804245,0.699245,1.938189,1,1
line,fusion_id,3,3,279,243,87,208,221,124,0.8,0.8,0.8,0.8,0.872,0.952269412216346,0.5345,0.5127,0.452,0.5713,0.6613,0,0.4848,0.5105,0.4484,0.5705,0.734,0,0.9767,0.9811,0.82992,0.699129,1.990566,1,1
line,fusion_id,3,3,216,227,124,258,277,104,0.8,0.8,0.8,0.8,0.937333333333333,0.951524070812566,0.4876,0.4853,0.4376,0.5369,0.5573,0,0.4822,0.4845,0.4362,0.5349,0.524,0,1.0313,1.0328,0.803552,0.685145,1.955785,1,1
line,fusion_id,3,3,190,202,110,242,228,134,0.8,0.8,0.8,0.8,0.918666666666667,0.951414902001282,0.4847,0.4985,0.4409,0.5552,0.9587,0,0.5149,0.4998,0.4423,0.5576,0.99,0,1.0047,1.0021,0.803975,0.675901,1.926756,1,1
line,fusion_id,3,3,220,217,130,248,266,127,0.8,0.8,0.8,0.8,0.92,0.950220671864031,0.5034,0.4936,0.4416,0.5449,0.8013,0,0.4825,0.4924,0.4419,0.5458,0.7747,0,1.0143,1.0168,0.822261,0.708737,1.939365,1,1
line,fusion_id,3,3,215,252,135,257,220,97,0.8,0.8,0.8,0.8,0.692,0.95089072789281,0.4604,0.4964,0.4402,0.5528,0.9047,0,0.5388,0.5028,0.4493,0.5597,0.92,0,1.0089,0.9961,0.785756,0.657147,1.954621,1,1
line,fusion_id,3,3,249,253,125,236,260,102,0.8,0.8,0.8,0.8,0.913333333333333,0.951462127692073,0.496,0.4863,0.4318,0.5402,0.606,0,0.4758,0.4848,0.4286,0.5375,0.5673,0,1.0294,1.0325,0.827752,0.702706,1.934325,1,1
line,fusion_id,3,3,191,237,115,242,247,96,0.8,0.8,0.8,0.8,0.826666666666667,0.951155536186987,0.4463,0.4699,0.4115,0.5262,0.2827,0,0.4949,0.4734,0.4173,0.5299,0.336,0,1.0641,1.0567,0.809733,0.703526,1.936269,1,1
line,fusion_id,3,3,250,237,135,260,222,126,0.8,0.8,0.8,0.8,0.904,0.951916183479068,0.5133,0.5259,0.4748,0.5766,0.2853,0,0.5394,0.5275,0.4772,0.5774,0.276,0,0.9506,0.9476,0.795204,0.668575,1.955381,1,1
line,fusion_id,3,3,252,226,128,260,210,108,0.8,0.8,0.8,0.8,0.888666666666667,0.950518110397719,0.5272,0.5382,0.4845,0.5897,0.148,0,0.5532,0.5402,0.4873,0.5922,0.1313,0,0.9274,0.9237,0.80266,0.66719,1.988278,1,1
line,fusion_id,3,3,263,245,115,294,239,120,0.8,0.8,0.8,0.8,0.832,0.951959879798797,0.5177,0.5336,0.4855,0.5819,0.1827,0,0.5516,0.5361,0.4881,0.5835,0.142,0,0.9359,0.9313,0.793585,0.662508,1.93319,1,1
line,fusion_id,3,3,216,239,119,230,234,141,0.8,0.8,0.8,0.8,0.924,0.95141131514836,0.4747,0.4838,0.4306,0.5358,0.5513,0,0.4957,0.4853,0.4304,0.5401,0.5793,0,1.0345,1.0316,0.810484,0.691554,1.928973,1,1
line,fusion_id,3,3,223,267,128,270,232,122,0.8,0.8,0.8,0.8,0.662,0.952140304660838,0.4551,0.493,0.4406,0.5464,0.7753,0,0.5378,0.4992,0.4476,0.5508,0.976,0,1.0156,1.003,0.802722,0.677319,1.959977,1,1
line,fusion_id,3,3,235,250,97,252,209,124,0.8,0.8,0.8,0.8,0.816666666666667,0.950413387912221,0.4845,0.5144,0.4536,0.5721,0.6187,0,0.5466,0.5172,0.4554,0.5746,0.546,0,0.9733,0.9678,0.797517,0.687985,1.95362,1,1
line,fusion_id,3,3,159,206,114,268,259,130,0.8,0.8,0.8,0.8,0.750666666666667,0.950761521824251,0.4356,0.4747,0.4171,0.5362,0.3933,0,0.5085,0.4786,0.4208,0.5401,0.4547,0,1.0541,1.0458,0.785702,0.65581,1.956741,1,1
line,fusion_id,3,3,199,252,120,199,240,126,0.8,0.8,0.8,0.8,0.949333333333333,0.952554694467903,0.4412,0.4471,0.3888,0.5041,0.0713,0,0.4533,0.4477,0.391,0.5007,0.0513,0,1.1144,1.113,0.799859,0.672911,1.971497,1,1
line,fusion_id,3,3,239,269,98,239,217,114,0.8,0.8,0.8,0.8,0.788,0.950695470941847,0.4705,0.4955,0.4359,0.5528,0.8647,0,0.5241,0.4998,0.4413,0.5591,0.9773,0,1.0109,1.0022,0.790046,0.648868,2.005829,1,1
line,fusion_id,3,3,251,183,116,239,265,103,0.8,0.8,0.8,0.8,0.684,0.949941922394269,0.5783,0.5246,0.46,0.5898,0.4073,0,0.4742,0.5172,0.4506,0.5771,0.5513,0,0.9538,0.968,0.79902,0.673999,2.012999,1,1
line,fusion_id,3,3,263,239,125,220,242,116,0.8,0.8,0.8,0.8,0.822666666666667,0.950866637043137,0.5239,0.5009,0.4498,0.5504,0.9847,0,0.4762,0.4975,0.4454,0.5458,0.9133,0,0.9995,1.0063,0.801155,0.661971,1.964296,1,1
line,fusion_id,3,3,207,204,123,232,211,129,0.8,0.8,0.8,0.8,0.932,0.952275708005275,0.5036,0.514,0.4572,0.5712,0.6207,0,0.5237,0.5151,0.4574,0.5742,0.5913,0,0.974,0.9719,0.812694,0.680579,2.030445,1,1
line,fusion_id,3,3,256,206,136,256,259,127,0.8,0.8,0.8,0.8,0.847333333333333,0.952711040266076,0.5541,0.5275,0.4714,0.5832,0.3193,0,0.4971,0.5246,0.4671,0.579,0.3773,0,0.9479,0.9533,0.795261,0.673836,1.95597,1,1
line,fusion_id,3,3,238,269,115,235,211,111,0.8,0.8,0.8,0.8,0.788666666666667,0.952544385341829,0.4694,0.4952,0.4348,0.5592,0.856,0,0.5269,0.4986,0.4365,0.5623,0.966,0,1.0117,1.0048,0.808235,0.691009,1.959839,1,1
line,fusion_id,3,3,207,244,122,210,275,129,0.8,0.8,0.8,0.8,0.918666666666667,0.953134131370275,0.459,0.4473,0.3859,0.5124,0.1107,0,0.433,0.4456,0.3851,0.5074,0.0933,0,1.1146,1.1184,0.791705,0.67837,1.965297,1,1
line,fusion_id,3,3,173,267,120,228,253,129,0.8,0.8,0.8,0.8,0.66,0.951113106535232,0.3932,0.4326,0.3807,0.4826,0.006,1,0.474,0.4382,0.3874,0.4885,0.0147,1,1.1473,1.1341,0.789174,0.663058,1.925055,1,1
line,fusion_id,3,3,218,223,131,255,270,111,0.8,0.8,0.8,0.8,0.956666666666667,0.950566963510957,0.4943,0.4903,0.439,0.5441,0.6873,0,0.4857,0.4895,0.4384,0.5439,0.672,0,1.0211,1.0226,0.798861,0.660198,2.013766,1,1
line,fusion_id,3,3,230,205,122,206,249,116,0.8,0.8,0.8,0.8,0.731333333333333,0.951448245934752,0.5287,0.4917,0.4391,0.5472,0.766,0,0.4527,0.4873,0.4359,0.5441,0.6047,0,1.0183,1.0274,0.800881,0.679506,2.004415,1,1
line,fusion_id,3,3,220,265,121,221,217,127,0.8,0.8,0.8,0.8,0.844,0.952457946822459,0.4536,0.4762,0.4222,0.5317,0.376,0,0.5046,0.4791,0.4255,0.535,0.4327,0,1.0505,1.0444,0.819847,0.706144,1.946686,1,1
line,fusion_id,3,3,245,225,109,267,215,110,0.8,0.8,0.8,0.8,0.815333333333333,0.951915747500652,0.5213,0.536,0.488,0.5857,0.1467,0,0.5539,0.5386,0.4894,0.588,0.1213,0,0.9315,0.9266,0.808653,0.693949,1.962096,1,1
line,fusion_id,3,3,263,247,84,224,224,134,0.8,0.8,0.8,0.8,0.978,0.952416309959353,0.5157,0.5094,0.4538,0.5683,0.7633,0,0.5,0.5093,0.4532,0.5676,0.7573,0,0.9829,0.9832,0.802501,0.67045,2.028402,1,1
line,fusion_id,3,3,212,195,139,253,252,131,0.8,0.8,0.8,0.8,0.914666666666667,0.951407814842346,0.5209,0.511,0.4571,0.5657,0.6867,0,0.501,0.51,0.4571,0.567,0.7133,0,0.9796,0.9816,0.810577,0.690973,2.009588,1,1
line,fusion_id,3,3,251,238,106,254,279,100,0.8,0.8,0.8,0.8,0.862,0.951694608462825,0.5133,0.4955,0.436,0.5527,0.888,0,0.4765,0.4932,0.4345,0.5496,0.7993,0,1.0107,1.0154,0.817507,0.696969,2.003292,1,1
line,fusion_id,3,3,275,252,116,239,260,117,0.8,0.8,0.8,0.8,0.830666666666667,0.951037724133828,0.5218,0.5027,0.4555,0.549,0.9093,0,0.479,0.5,0.4514,0.5472,1,0,0.9958,1.0013,0.820326,0.693138,2.007219,1,1
line,fusion_id,3,3,209,240,106,209,207,124,0.8,0.8,0.8,0.8,0.858,0.952531356551487,0.4655,0.4824,0.4303,0.531,0.4707,0,0.5024,0.4848,0.4305,0.5333,0.5367,0,1.0373,1.0324,0.808375,0.699885,1.926879,1,1
line,fusion_id,3,3,226,210,120,231,249,105,0.8,0.8,0.8,0.8,0.862666666666667,0.952590091199739,0.5183,0.5012,0.4448,0.5561,0.934,0,0.4812,0.4991,0.4418,0.5543,0.996,0,0.9992,1.0035,0.80016,0.68407,1.944353,1,1
line,fusion_id,3,3,249,233,88,257,211,117,0.8,0.8,0.8,0.8,0.828666666666667,0.952075804788945,0.5166,0.529,0.476,0.5819,0.2953,0,0.5491,0.5316,0.4776,0.5848,0.2513,0,0.9449,0.9399,0.799702,0.672294,1.97383,1,1
line,fusion_id,3,3,212,211,107,208,230,142,0.8,0.8,0.8,0.8,0.891333333333333,0.951757703716372,0.5012,0.4893,0.4335,0.5467,0.698,0,0.4749,0.4875,0.4308,0.545,0.6573,0,1.0235,1.0271,0.799865,0.702555,1.908312,1,1
line,fusion_id,3,3,245,199,141,279,223,125,0.8,0.8,0.8,0.8,0.990666666666667,0.953262661169024,0.5518,0.5546,0.5003,0.6074,0.0473,1,0.5558,0.5547,0.5023,0.6068,0.0427,1,0.8973,0.8971,0.793348,0.672851,1.942952,1,1
line,fusion_id,3,3,225,265,133,265,239,114,0.8,0.8,0.8,0.8,0.788666666666667,0.951289580516119,0.4592,0.491,0.4295,0.5543,0.7447,0,0.5258,0.4952,0.4347,0.5605,0.8673,0,1.0202,1.0116,0.806537,0.677738,1.949393,1,1
line,fusion_id,3,3,228,240,130,214,241,133,0.8,0.8,0.8,0.8,0.934,0.950300594303548,0.4872,0.4797,0.4266,0.5333,0.4313,0,0.4703,0.4785,0.4246,0.5327,0.41,0,1.043,1.0455,0.815875,0.686054,1.981816,1,1
line,fusion_id,3,3,226,268,103,292,251,136,0.8,0.8,0.8,0.8,0.726666666666667,0.951187351056603,0.4575,0.4955,0.4416,0.5549,0.8787,0,0.5378,0.4998,0.4444,0.5581,0.992,0,1.0106,1.002,0.800806,0.688741,1.969689,1,1
line,fusion_id,3,3,234,263,97,228,256,90,0.8,0.8,0.8,0.8,0.966666666666667,0.952789876745325,0.4708,0.4729,0.4199,0.527,0.31,0,0.4711,0.4732,0.4203,0.5275,0.3253,0,1.0575,1.057,0.798776,0.645987,2.008241,1,1
line,fusion_id,3,3,233,258,97,240,206,111,0.8,0.8,0.8,0.8,0.71,0.951296874756554,0.4745,0.5025,0.4516,0.5513,0.918,0,0.5381,0.508,0.4581,0.5599,0.758,0,0.9963,0.9855,0.820314,0.711005,1.987731,1,1
line,fusion_id,3,3,252,217,131,256,248,121,0.8,0.8,0.8,0.8,0.902,0.953484877080516,0.5373,0.524,0.4698,0.5761,0.3667,0,0.5079,0.5223,0.47,0.5723,0.3927,0,0.9544,0.9576,0.811252,0.704925,1.934933,1,1
line,fusion_id,3,3,207,222,145,261,267,144,0.8,0.8,0.8,0.8,0.943333333333333,0.952332712681002,0.4825,0.4882,0.4351,0.5401,0.6767,0,0.4943,0.4891,0.438,0.5412,0.6813,0,1.0256,1.0236,0.801772,0.667718,2.028603,1,1
line,fusion_id,3,3,265,182,109,256,222,130,0.8,0.8,0.8,0.8,0.824666666666667,0.952540546895975,0.5928,0.5645,0.5133,0.6158,0.0173,1,0.5356,0.5615,0.5103,0.613,0.0187,1,0.8792,0.8847,0.827213,0.694607,2.000447,1,1
line,fusion_id,3,3,237,222,106,235,244,119,0.8,0.8,0.8,0.8,0.927333333333333,0.953169605761149,0.5163,0.5044,0.4475,0.5603,0.8727,0,0.4906,0.5031,0.4466,0.5593,0.9027,0,0.9928,0.9955,0.810873,0.682685,2.024919,1,1
line,fusion_id,3,3,247,174,139,250,256,108,0.8,0.8,0.8,0.8,0.740666666666667,0.950762576981036,0.5867,0.5431,0.4722,0.613,0.226,0,0.4941,0.5371,0.4669,0.6058,0.2967,0,0.9192,0.9305,0.821181,0.711027,1.926699,1,1
line,fusion_id,3,3,186,237,117,247,253,141,0.8,0.8,0.8,0.8,0.76,0.949784758096353,0.4397,0.4648,0.4069,0.5166,0.196,0,0.494,0.47,0.4174,0.5227,0.2607,0,1.075,1.0637,0.797714,0.673139,1.978537,1,1
line,fusion_id,3,3,229,263,101,253,283,132,0.8,0.8,0.8,0.8,0.977333333333333,0.951581156368591,0.4654,0.4687,0.4183,0.52,0.1967,0,0.472,0.4693,0.4202,0.5208,0.22,0,1.0661,1.065,0.823851,0.69566,2.001051,1,1
line,fusion_id,3,3,219,182,134,208,191,114,0.8,0.8,0.8,0.8,0.89,0.952161971712364,0.5461,0.5357,0.4748,0.5962,0.244,0,0.5213,0.534,0.4734,0.5949,0.2567,0,0.9326,0.9357,0.805963,0.685683,1.917014,1,1
line,fusion_id,3,3,208,277,101,278,256,94,0.8,0.8,0.8,0.8,0.708,0.951660141132796,0.4289,0.4744,0.4202,0.5304,0.3413,0,0.5206,0.4809,0.4298,0.5371,0.4653,0,1.0544,1.0407,0.799599,0.672134,1.996813,1,1
line,fusion_id,3,3,216,223,119,229,271,132,0.8,0.8,0.8,0.8,0.867333333333333,0.951957129462704,0.492,0.4759,0.425,0.5261,0.3727,0,0.458,0.4737,0.4221,0.5252,0.3307,0,1.051,1.0557,0.811,0.683104,1.95514,1,1
line,fusion_id,3,3,223,240,153,222,234,128,0.8,0.8,0.8,0.8,0.964,0.953102982147163,0.4816,0.4841,0.4311,0.5382,0.5507,0,0.4868,0.4846,0.43,0.5392,0.55,0,1.0339,1.0329,0.791003,0.65499,1.96937,1,1
line,fusion_id,3,3,289,214,103,207,234,110,0.8,0.8,0.8,0.8,0.678,0.949883640440619,0.5746,0.5287,0.468,0.5923,0.3467,0,0.4694,0.5198,0.452,0.58,0.5227,0,0.9458,0.9632,0.826401,0.714602,1.924849,1,1
line,fusion_id,3,3,281,255,139,221,203,110,0.8,0.8,0.8,0.8,0.966666666666667,0.95081565487732,0.5243,0.523,0.4679,0.5761,0.3793,0,0.5212,0.5234,0.4678,0.5771,0.372,0,0.9562,0.9555,0.774996,0.646642,1.934487,1,1
line,fusion_id,3,3,197,255,111,240,245,143,0.8,0.8,0.8,0.8,0.817333333333333,0.950862564871324,0.4358,0.466,0.4097,0.5223,0.2253,0,0.4948,0.4694,0.4151,0.5289,0.2867,0,1.0724,1.0652,0.794157,0.67885,1.92399,1,1
line,fusion_id,3,3,239,232,123,222,232,100,0.8,0.8,0.8,0.8,0.979333333333333,0.952058383393948,0.5074,0.4975,0.4305,0.5686,0.946,0,0.489,0.4968,0.4297,0.5688,0.908,0,1.0076,1.009,0.800351,0.692484,1.912235,1,1
line,fusion_id,3,3,211,255,118,241,243,102,0.8,0.8,0.8,0.8,0.826666666666667,0.952088716879032,0.4528,0.4745,0.421,0.5294,0.332,0,0.4979,0.4774,0.4216,0.532,0.4087,0,1.0541,1.048,0.804793,0.682796,1.926994,1,1
line,fusion_id,3,3,275,236,114,245,256,137,0.8,0.8,0.8,0.8,0.808666666666667,0.952439341680147,0.5382,0.5151,0.4685,0.5643,0.542,0,0.489,0.5121,0.4637,0.5611,0.6327,0,0.9713,0.9771,0.81335,0.685675,1.971191,1,1
line,fusion_id,3,3,224,253,101,234,240,114,0.8,0.8,0.8,0.8,0.910666666666667,0.953246907081217,0.4696,0.4823,0.4348,0.5271,0.472,0,0.4937,0.484,0.4353,0.5306,0.518,0,1.0374,1.0338,0.780814,0.654753,1.969069,1,1
line,fusion_id,3,3,226,217,109,232,276,117,0.8,0.8,0.8,0.8,0.778666666666667,0.95124239554285,0.5102,0.4855,0.434,0.5372,0.5767,0,0.4567,0.4812,0.4317,0.534,0.4747,0,1.0311,1.0398,0.802453,0.67057,1.942017,1,1
line,fusion_id,3,3,225,213,93,231,200,89,0.8,0.8,0.8,0.8,0.934,0.951292772977555,0.5137,0.5237,0.4749,0.5753,0.3373,0,0.536,0.5247,0.474,0.5756,0.3173,0,0.9548,0.9529,0.813383,0.700742,1.961091,1,1
line,fusion_id,3,3,257,256,121,286,262,125,0.8,0.8,0.8,0.8,0.928666666666667,0.953031032067415,0.501,0.5099,0.4561,0.5619,0.7053,0,0.5219,0.5112,0.4571,0.5642,0.664,0,0.9819,0.9792,0.809899,0.685686,1.939976,1,1
line,fusion_id,3,3,226,280,127,261,233,119,0.8,0.8,0.8,0.8,0.671333333333333,0.951044364154756,0.4466,0.4836,0.4301,0.5363,0.5353,0,0.5283,0.4912,0.4396,0.5453,0.7307,0,1.0349,1.0192,0.791605,0.66696,1.944602,1,1
line,fusion_id,3,3,241,246,99,226,220,156,0.8,0.8,0.8,0.8,0.988666666666667,0.952417466898461,0.4949,0.5012,0.4415,0.5604,0.9587,0,0.5067,0.502,0.4413,0.5616,0.9507,0,0.9995,0.998,0.808175,0.677004,1.966375,1,1
line,fusion_id,3,3,230,235,130,220,224,106,0.8,0.8,0.8,0.8,0.990666666666667,0.950566920921709,0.4946,0.4945,0.4432,0.5441,0.8253,0,0.4955,0.4943,0.4441,0.5454,0.818,0,1.0125,1.0129,0.786472,0.66276,1.920801,1,1
line,fusion_id,3,3,212,221,128,233,226,125,0.8,0.8,0.8,0.8,0.980666666666667,0.953020157069177,0.4896,0.4969,0.4383,0.5538,0.9273,0,0.5076,0.4975,0.4388,0.554,0.9407,0,1.008,1.0069,0.813653,0.66988,2.031525,1,1
line,fusion_id,3,3,239,224,139,268,221,122,0.8,0.8,0.8,0.8,0.902,0.952345469368707,0.5162,0.5324,0.4759,0.5842,0.2533,0,0.5481,0.5341,0.4793,0.5847,0.2193,0,0.9384,0.9352,0.806848,0.672445,2.027417,1,1
line,fusion_id,3,3,229,214,114,222,234,123,0.8,0.8,0.8,0.8,0.897333333333333,0.952430717926322,0.5169,0.5019,0.4418,0.5579,0.9267,0,0.4868,0.5001,0.4425,0.5547,0.9693,0,0.9979,1.0015,0.79574,0.647782,1.990417,1,1
