comparison,FEATURE_ID,c1_num_reps,c2_num_reps,c3_num_reps,counts_c1_g1,counts_c1_g2,counts_c1_both,counts_c2_g1,counts_c2_g2,counts_c2_both,counts_c3_g1,counts_c3_g2,counts_c3_both,prior_c1_g1,prior_c1_g2,prior_c2_g1,prior_c2_g2,prior_c3_g1,prior_c3_g2,H3_independence_Bayes_evidence,g1_c1_sampleprop,g1_c1_mean,g1_c1_q025,g1_c1_q975,g1_c1_Bayes_evidence,g1_c1_AI_decision,g1_c2_sampleprop,g1_c2_mean,g1_c2_q025,g1_c2_q975,g1_c2_Bayes_evidence,g1_c2_AI_decision,g1_c3_sampleprop,g1_c3_mean,g1_c3_q025,g1_c3_q975,g1_c3_Bayes_evidence,g1_c3_AI_decision,alpha1_postmean,alpha2_postmean,alpha3_postmean,c1_flag_analyze,c2_flag_analyze,c3_flag_analyze
line,fusion_id,3,3,3,530,111,159,453,115,159,421,104,180,0.8,0.8,0.8,0.8,0.8,0.8,NA,0.952737218977007,0.8268,0.8132,0.785,0.8397,0,1,0.7975,0.812,0.7837,0.8387,0,1,0.8019,0.8123,0.7823,0.8394,0,1,0.4792,0.4811,0.4806,0.801621,0.676132,1.955031,1,1,1
line,fusion_id,3,3,3,444,104,124,413,112,140,483,100,151,0.8,0.8,0.8,0.8,0.8,0.8,NA,0.951627507016179,0.8102,0.8071,0.7756,0.8355,0,1,0.7867,0.8066,0.7752,0.8355,0,1,0.8285,0.8079,0.7767,0.8363,0,1,0.4887,0.4895,0.4875,0.80429,0.683803,1.907572,1,1,1
